5.6,4.47,3.52,2.46,1.61,4.95,3.82,2.93,1.86,0.65,0,1.24,2.33,3.23,5.02,4.43,3.87,2.97,1.91,0.71,1.36,2.56,3.61,4.52,5.06,6.48,5.88,5.36,4.47,3.46,2.26,3.18,4.08,5.16,6.06,6.58,7.22,7.98,6.9,5.96,4.73,5.58,6.45,7.45,8.47
4.56,3.43,2.51,1.45,2.3,3.71,2.58,1.72,0.65,1.86,1.24,0,1.09,1.99,3.82,3.23,2.67,1.77,0.71,1.91,2.56,1.36,2.41,3.32,3.86,5.28,4.68,4.16,3.27,2.26,3.46,3.97,3.07,4.11,5.01,5.53,6.16,7.52,6.44,5.55,4.65,5.5,6.33,7.16,8.18
3.47,2.34,1.47,2.52,3.37,2.62,1.49,0.65,1.72,2.93,2.33,1.09,0,0.9,2.76,2.17,1.61,0.71,1.77,2.97,3.62,2.42,1.35,2.26,2.8,4.22,3.62,3.1,2.21,3.31,4.52,5.02,4.12,3.05,3.95,4.47,5.1,6.46,5.38,4.49,5.7,6.14,5.27,6.1,7.12
2.57,1.44,2.35,3.4,4.25,1.72,0.59,1.53,2.6,3.81,3.23,1.99,0.9,0,1.88,1.29,0.73,1.61,2.67,3.87,4.52,3.32,2.25,1.38,1.92,3.34,2.74,2.22,3.11,4.21,5.42,5.92,5.02,3.95,3.08,3.59,4.22,5.59,4.51,5.39,6.6,7.04,6.17,5.23,6.25
2.26,3.3,4.21,5.26,6.11,1.32,2.45,3.39,4.46,5.67,5.02,3.82,2.76,1.88,0,0.59,1.15,2.05,3.11,4.31,4.96,3.76,2.69,1.77,1.23,1.46,2.06,2.58,3.52,4.62,5.83,6.31,5.41,4.33,3.43,2.91,2.34,3.78,4.86,5.77,6.99,7.36,6.49,5.49,4.47
2.85,2.73,3.64,4.68,5.53,1.91,1.88,2.82,3.88,5.08,4.43,3.23,2.17,1.29,0.59,0,0.56,1.46,2.52,3.72,4.37,3.17,2.1,1.18,0.64,2.05,1.47,1.99,2.93,4.03,5.24,5.72,4.82,3.74,2.84,2.32,2.93,4.37,4.27,5.18,6.4,6.83,5.96,4.99,5.06
3.3,2.17,3.08,4.12,4.97,2.45,1.32,2.26,3.32,4.52,3.87,2.67,1.61,0.73,1.15,0.56,0,0.9,1.96,3.16,3.81,2.61,1.54,0.65,1.19,2.61,2.01,1.49,2.4,3.5,4.71,5.21,4.31,3.24,2.35,2.86,3.49,4.86,3.78,4.68,5.89,6.33,5.46,4.5,5.52
4.18,3.05,2.18,3.22,4.07,3.33,2.2,1.36,2.42,3.62,2.97,1.77,0.71,1.61,2.05,1.46,0.9,0,1.06,2.26,2.91,1.71,0.64,1.55,2.09,3.51,2.91,2.39,1.5,2.6,3.81,4.31,3.41,2.34,3.24,3.76,4.39,5.75,4.67,3.78,4.99,5.43,4.56,5.39,6.41
5.24,4.11,3.22,2.16,3.01,4.39,3.26,2.42,1.36,2.56,1.91,0.71,1.77,2.67,3.11,2.52,1.96,1.06,0,1.2,1.85,0.65,1.7,2.61,3.15,4.57,3.97,3.45,2.56,1.55,2.75,3.26,2.36,3.4,4.3,4.82,5.45,6.81,5.73,4.84,3.94,4.79,5.62,6.45,7.47
6.31,5.18,4.23,3.17,2.32,5.59,4.46,3.62,2.56,1.36,0.71,1.91,2.97,3.87,4.31,3.72,3.16,2.26,1.2,0,0.65,1.85,2.9,3.81,4.35,5.77,5.17,4.65,3.76,2.75,1.55,2.47,3.37,4.45,5.35,5.87,6.51,7.27,6.19,5.25,4.02,4.87,5.74,6.74,7.76
6.96,5.83,4.88,3.82,2.97,6.24,5.11,4.27,3.21,2.01,1.36,2.56,3.62,4.52,4.96,4.37,3.81,2.91,1.85,0.65,0,1.21,2.29,3.23,3.77,5.23,4.59,4.07,3.15,2.11,0.9,1.82,2.72,3.8,4.7,5.22,5.86,6.62,5.54,4.6,3.37,4.22,5.09,6.09,7.11
5.89,4.76,3.87,2.81,3.66,5.04,3.91,3.07,2.01,3.21,2.56,1.36,2.42,3.32,3.76,3.17,2.61,1.71,0.65,1.85,1.21,0,1.08,2.02,2.56,4.02,3.38,2.86,1.94,0.9,2.11,2.61,1.71,2.78,3.68,4.2,4.84,6.19,5.11,4.22,3.29,4.14,5,5.83,6.85
4.82,3.69,2.82,3.86,4.71,3.97,2.84,2,3.06,4.26,3.61,2.41,1.35,2.25,2.69,2.1,1.54,0.64,1.7,2.9,2.29,1.08,0,0.94,1.48,2.94,2.3,1.78,0.86,1.96,3.17,3.67,2.77,1.7,2.6,3.12,3.76,5.11,4.03,3.14,4.35,4.79,3.92,4.75,5.77
3.95,2.82,3.73,4.77,5.62,3.09,1.97,2.91,3.97,5.17,4.52,3.32,2.26,1.38,1.77,1.18,0.65,1.55,2.61,3.81,3.23,2.02,0.94,0,0.54,2,1.36,0.84,1.78,2.88,4.09,4.58,3.68,2.6,1.7,2.21,2.85,4.21,3.13,4.04,5.26,5.69,4.82,3.85,4.87
3.49,3.36,4.27,5.31,6.16,2.55,2.51,3.45,4.51,5.71,5.06,3.86,2.8,1.92,1.23,0.64,1.19,2.09,3.15,4.35,3.77,2.56,1.48,0.54,0,1.47,0.83,1.35,2.29,3.39,4.6,5.08,4.18,3.1,2.2,1.68,2.32,3.76,3.63,4.54,5.76,6.19,5.32,4.35,4.45
3.72,4.76,5.67,6.72,7.57,2.78,3.91,4.85,5.92,7.13,6.48,5.28,4.22,3.34,1.46,2.05,2.61,3.51,4.57,5.77,5.23,4.02,2.94,2,1.47,0,0.64,1.16,2.1,3.2,4.41,4.89,3.99,2.91,2.01,1.49,0.88,2.32,3.4,4.34,5.57,5.9,5.03,4.03,3.01
4.32,4.18,5.09,6.13,6.98,3.38,3.33,4.27,5.33,6.53,5.88,4.68,3.62,2.74,2.06,1.47,2.01,2.91,3.97,5.17,4.59,3.38,2.3,1.36,0.83,0.64,0,0.52,1.46,2.56,3.77,4.25,3.35,2.27,1.37,0.85,1.49,2.93,2.8,3.71,4.93,5.36,4.49,3.52,3.62
4.79,3.66,4.57,5.61,6.46,3.9,2.81,3.75,4.81,6.01,5.36,4.16,3.1,2.22,2.58,1.99,1.49,2.39,3.45,4.65,4.07,2.86,1.78,0.84,1.35,1.16,0.52,0,0.94,2.04,3.25,3.74,2.84,1.76,0.86,1.37,2.01,3.37,2.29,3.2,4.42,4.85,3.98,3.01,4.03
5.68,4.55,3.68,4.72,5.57,4.83,3.7,2.86,3.92,5.12,4.47,3.27,2.21,3.11,3.52,2.93,2.4,1.5,2.56,3.76,3.15,1.94,0.86,1.78,2.29,2.1,1.46,0.94,0,1.1,2.31,2.81,1.91,0.84,1.74,2.26,2.9,4.25,3.17,2.28,3.49,3.93,3.06,3.89,4.91
6.78,5.65,4.77,3.71,4.56,5.93,4.8,3.96,2.91,4.11,3.46,2.26,3.31,4.21,4.62,4.03,3.5,2.6,1.55,2.75,2.11,0.9,1.96,2.88,3.39,3.2,2.56,2.04,1.1,0,1.21,1.71,0.81,1.89,2.79,3.31,3.95,5.3,4.22,3.33,2.39,3.24,4.11,4.94,5.96
7.86,6.73,5.78,4.72,3.87,7.14,6.01,5.17,4.11,2.91,2.26,3.46,4.52,5.42,5.83,5.24,4.71,3.81,2.75,1.55,0.9,2.11,3.17,4.09,4.6,4.41,3.77,3.25,2.31,1.21,0,0.92,1.82,2.9,3.8,4.32,4.96,5.72,4.64,3.7,2.47,3.32,4.19,5.19,6.21
8.49,7.36,6.48,5.42,4.79,7.63,6.51,5.67,4.62,3.83,3.18,3.97,5.02,5.92,6.31,5.72,5.21,4.31,3.26,2.47,1.82,2.61,3.67,4.58,5.08,4.89,4.25,3.74,2.81,1.71,0.92,0,0.9,1.98,2.88,3.4,4.04,4.8,3.72,2.78,1.55,2.4,3.27,4.27,5.29
7.59,6.46,5.58,4.52,5.37,6.73,5.61,4.77,3.72,4.73,4.08,3.07,4.12,5.02,5.41,4.82,4.31,3.41,2.36,3.37,2.72,1.71,2.77,3.68,4.18,3.99,3.35,2.84,1.91,0.81,1.82,0.9,0,1.08,1.98,2.5,3.14,4.49,3.41,2.52,1.58,2.43,3.3,4.13,5.15
6.52,5.39,4.52,5.56,6.41,5.65,4.54,3.7,4.76,5.81,5.16,4.11,3.05,3.95,4.33,3.74,3.24,2.34,3.4,4.45,3.8,2.78,1.7,2.6,3.1,2.91,2.27,1.76,0.84,1.89,2.9,1.98,1.08,0,0.9,1.42,2.06,3.41,2.33,1.44,2.66,3.09,2.22,3.05,4.07
5.65,4.52,5.42,6.46,7.31,4.75,3.67,4.6,5.66,6.71,6.06,5.01,3.95,3.08,3.43,2.84,2.35,3.24,4.3,5.35,4.7,3.68,2.6,1.7,2.2,2.01,1.37,0.86,1.74,2.79,3.8,2.88,1.98,0.9,0,0.52,1.16,2.51,1.43,2.34,3.56,3.99,3.12,2.15,3.17
5.17,5.03,5.94,6.98,7.83,4.23,4.18,5.12,6.18,7.23,6.58,5.53,4.47,3.59,2.91,2.32,2.86,3.76,4.82,5.87,5.22,4.2,3.12,2.21,1.68,1.49,0.85,1.37,2.26,3.31,4.32,3.4,2.5,1.42,0.52,0,0.64,2.08,1.95,2.86,4.08,4.51,3.64,2.67,2.77
4.6,5.64,6.55,7.6,8.45,3.66,4.79,5.73,6.8,7.87,7.22,6.16,5.1,4.22,2.34,2.93,3.49,4.39,5.45,6.51,5.86,4.84,3.76,2.85,2.32,0.88,1.49,2.01,2.9,3.95,4.96,4.04,3.14,2.06,1.16,0.64,0,1.44,2.52,3.46,4.69,5.02,4.15,3.15,2.13
6.04,7.03,7.93,8.97,9.59,5.1,6.18,7.11,8.17,8.63,7.98,7.52,6.46,5.59,3.78,4.37,4.86,5.75,6.81,7.27,6.62,6.19,5.11,4.21,3.76,2.32,2.93,3.37,4.25,5.3,5.72,4.8,4.49,3.41,2.51,2.08,1.44,0,1.08,2.02,3.25,3.58,2.71,1.71,0.69
7.08,5.95,6.85,7.89,8.51,6.18,5.1,6.03,7.09,7.55,6.9,6.44,5.38,4.51,4.86,4.27,3.78,4.67,5.73,6.19,5.54,5.11,4.03,3.13,3.63,3.4,2.8,2.29,3.17,4.22,4.64,3.72,3.41,2.33,1.43,1.95,2.52,1.08,0,0.94,2.17,2.59,1.72,0.72,1.74
7.96,6.83,5.96,7,7.57,7.09,5.98,5.14,6.2,6.61,5.96,5.55,4.49,5.39,5.77,5.18,4.68,3.78,4.84,5.25,4.6,4.22,3.14,4.04,4.54,4.34,3.71,3.2,2.28,3.33,3.7,2.78,2.52,1.44,2.34,2.86,3.46,2.02,0.94,0,1.23,1.65,0.78,1.66,2.68
9.17,8.04,7.16,6.1,6.34,8.31,7.19,6.35,5.3,5.38,4.73,4.65,5.7,6.6,6.99,6.4,5.89,4.99,3.94,4.02,3.37,3.29,4.35,5.26,5.76,5.57,4.93,4.42,3.49,2.39,2.47,1.55,1.58,2.66,3.56,4.08,4.69,3.25,2.17,1.23,0,0.85,1.72,2.72,3.74
9.61,8.48,7.61,6.95,7.19,8.68,7.63,6.79,6.15,6.23,5.58,5.5,6.14,7.04,7.36,6.83,6.33,5.43,4.79,4.87,4.22,4.14,4.79,5.69,6.19,5.9,5.36,4.85,3.93,3.24,3.32,2.4,2.43,3.09,3.99,4.51,5.02,3.58,2.59,1.65,0.85,0,0.87,1.87,2.89
8.74,7.61,6.74,7.78,8.06,7.81,6.76,5.92,6.98,7.1,6.45,6.33,5.27,6.17,6.49,5.96,5.46,4.56,5.62,5.74,5.09,5,3.92,4.82,5.32,5.03,4.49,3.98,3.06,4.11,4.19,3.27,3.3,2.22,3.12,3.64,4.15,2.71,1.72,0.78,1.72,0.87,0,1,2.02
7.75,6.67,7.57,8.61,9.06,6.81,5.82,6.75,7.81,8.1,7.45,7.16,6.1,5.23,5.49,4.99,4.5,5.39,6.45,6.74,6.09,5.83,4.75,3.85,4.35,4.03,3.52,3.01,3.89,4.94,5.19,4.27,4.13,3.05,2.15,2.67,3.15,1.71,0.72,1.66,2.72,1.87,1,0,1.02
6.73,7.69,8.59,9.63,10.08,5.79,6.84,7.77,8.83,9.12,8.47,8.18,7.12,6.25,4.47,5.06,5.52,6.41,7.47,7.76,7.11,6.85,5.77,4.87,4.45,3.01,3.62,4.03,4.91,5.96,6.21,5.29,5.15,4.07,3.17,2.77,2.13,0.69,1.74,2.68,3.74,2.89,2.02,1.02,0
